02,Q3,00541,5566,7:00:00 AM,8:01:00 AM,FENTON FORD,9515 STATE ROUTE 15,CAMDEN,NY,13316
03,QA,00671,6537,5:00:00 AM,8:01:00 AM,NYE FORD,1479 GENESEE ST,ONEIDA,NY,13421
04,Q3,00693,6112,7:00:00 AM,8:01:00 AM,ROMANO FORD,5431 N BURDICK ST,FAYETTEVILLE,NY,13066
05,QA,00719,5711,7:00:00 AM,8:01:00 AM,KOERNER FD/SYRACUSE,805 W GENESEE ST,SYRACUSE,NY,13204
06,Q3,10207,5980,7:00:00 AM,8:01:00 AM,HERITAGE LINCOLN,900 W GENESEE ST,SYRACUSE,NY,13204
07,Q3,00536,6980,8:30:00 AM,9:31:00 AM,DAVE PIRRO FD INC,1364 E. GENESSEE RD,SKANEATELES,NY,13152
08,Q3,11202,7669,7:30:00 AM,8:31:00 AM,BURDICK LINCOLN,5885 EAST CIRCLE DR,CICERO,NY,13039
09,QA,05767,198781,7:30:00 AM,8:31:00 AM,DAVISON FORD,3690 STATE HWY 31,LIVERPOOL,NY,13090
10,Q3,00507,5308,7:00:00 AM,8:01:00 AM,BURDICK FORD INC,3004 E AVE RTE 49,CENTRAL SQ,NY,13036
11,Q3,04059,6659,7:00:00 AM,8:01:00 AM,F.X.CAPRARA FORD,5141 US ROUTE 11,PULASKI,NY,13142
12,Q3,00537,6605,7:00:00 AM,8:01:00 AM,FUCCILLO FORD INC,ROUTE 11,ADAMS,NY,13605
13,QA,09559,6679,7:30:00 AM,8:31:00 AM,DAVIDSON FORD,18621 US ROUTE 11,WATERTOWN,NY,13601
14,Q3,00548,6855,7:30:00 AM,8:31:00 AM,CASKINETTE'S LOFINK,36788 NYS ROUTE 26,CARTHAGE,NY,13619
15,Q3,00637,7745,9:00:00 AM,10:01:00 AM,NORTZ & VIRKLERIN,7468 SO STATE ST,LOWVILLE,NY,13367
16,QA,08676,7485,8:00:00 AM,9:01:00 AM,STEET PONTE FORD,5074 COMMERCIAL DR,YORKVILLE,NY,13495
17,QA,01095,5771,5:00:00 AM,8:01:00 AM,DONS FORD INC,5712 HORATIO ST,UTICA,NY,13502
18,Q3,07464,6602,7:00:00 AM,8:01:00 AM,COOPER FORD,3144 US HIGHWAY 20,RICHFLD SPGS,NY,13439
19,Q3,01397,5176,7:00:00 AM,8:01:00 AM,ROYAL FORD MOTORS,5069 STATE HWY 28,COOPERSTOWN,NY,13326
02,Q3,07347,5274,8:00:00 AM,9:01:00 AM,BOKAN FORD,TWO FRANKLIN PK W,ST ALBANS,VT,05478
03,Q3,09058,7716,9:00:00 AM,10:01:00 AM,E J BARRETTE-SONS,ROUTE 78,SWANTON,VT,05488
04,Q3,00716,7699,10:00:00 AM,11:01:00 AM,RILEY FORD INC,9693 RTE 9,CHAZY,NY,12921
05,Q3,04097,5139,9:00:00 AM,10:01:00 AM,PLATTSBURGH FORD INC,320 CORNELIA ST,PLATTSBURGH,NY,12901
06,Q3,00520,392802,9:00:00 AM,10:01:00 AM,BAILEY MTR CO LTD,3350 STATE ROUTE 11,MALONE,NY,12953
02,QA,09176,7047,6:30:00 AM,8:01:00 AM,HERITAGE FORD,1600 SHELBURNE RD,S BURLINGTON,VT,05403
03,QA,08864,5449,7:30:00 AM,8:31:00 AM,FORMULA FORD INC,265 RIVER STREET,MONTPELIER,VT,05601
02,Q3,08868,5473,8:00:00 AM,9:01:00 AM,JOHN C STEWART-SON,MAIN STREET,CUTTINGSVILL,VT,05738
03,Q3,09902,5339,9:00:00 AM,10:01:00 AM,FORMULA FORD LINCOLN,423 SOUTH MAIN ST.,RUTLAND,VT,05701
04,Q3,09028,5203,8:00:00 AM,9:01:00 AM,G STONE MOTORS INC,ROUTE 7 SOUTH,MIDDLEBURY,VT,05753
05,Q3,03611,6309,7:00:00 AM,8:01:00 AM,"WARREN FORD, INC",3711 MAIN STREET,WARRENSBURG,NY,12885
06,Q3,00575,7066,8:00:00 AM,9:01:00 AM,EGGLEFIELD BROS INC,7618 US ROUTE 9,ELIZABETHTWN,NY,12932
02,QA,07860,7967,7:00:00 AM,8:01:00 AM,FORD OF NORTHAMPTON,968 BRIDGE ROAD,NORTHAMPTON,MA,01060
03,QA,08367,7614,7:00:00 AM,8:01:00 AM,FORD OF GREENFIELD,1 MAIN ST,GREENFIELD,MA,01301
04,Q3,09231,5947,7:00:00 AM,8:01:00 AM,FAITHS FORD,1147 PUTNEY RD,BRATTLEBORO,VT,05301
05,Q3,06595,5034,7:00:00 AM,8:01:00 AM,FAITHS FORD WESTMINSTER,6896 ROUTE 5 SOUTH,WESTMINSTER,VT,05158
06,Q3,09022,6215,7:00:00 AM,8:01:00 AM,GATEWAY MTRS INC,190 SYKES MTN AVENUE,WHITE RVR JC,VT,05001
07,Q3,04830,6789,7:00:00 AM,8:01:00 AM,LEBANON FORD,425 MIRACLE MILE,LEBANON,NH,03766
08,Q3,09056,6709,7:00:00 AM,8:01:00 AM,TED GREEN FD INC,2621 BLACKMER BLVD,STOCKBRIDGE,VT,05772
02,Q3,09655,6570,7:00:00 AM,8:01:00 AM,MONADNOCK FORD,119 MONADNOCK HWY,SWANZEY,NH,03446
03,Q3,01660,5967,8:00:00 AM,9:01:00 AM,HILLSBORO FORD INC,16 ANTRIM RD,HILLSBORO,NH,03244
04,QB,08860,5278,4:30:00 AM,8:01:00 AM,GRAPPONE FORD,506 ROUTE 3A,BOW,NH,03304
05,Q3,08902,5780,7:00:00 AM,8:01:00 AM,AUTOSERV OF TILTON,RTE 3-FRANKLIN TILTN,TILTON,NH,03276
06,QB,08927,6616,7:00:00 AM,8:01:00 AM,ROBERT H IRWIN MTR,BISSON AVE,LACONIA,NH,03246
07,Q3,08956,5251,7:30:00 AM,8:31:00 AM,MEREDITH MOTOR CO,14 TOWN WEST RD,PLYMOUTH,NH,03264
02,Q3,06029,7427,7:00:00 AM,8:01:00 AM,"TWIN STATE FORD, INC",8 MEMORIAL DR,ST JOHNSBURY,VT,05819
03,Q3,09002,6641,8:00:00 AM,9:01:00 AM,HAYES FORD INC,439 EAST MAIN ST,NEWPORT,VT,05855
04,Q3,09004,5928,7:00:00 AM,8:01:00 AM,LAMOILLE VALLEY FORD,222 VERMONT RTE 15 W,HARDWICK,VT,05843
02,QA,09143,7302,7:00:00 AM,8:01:00 AM,ROWE FORD SALES,91 MAIN ST,WESTBROOK,ME,04092
03,QA,00037,5854,7:00:00 AM,8:01:00 AM,YANKEE FORD SALES,165 WATERMAN DR,S PORTLAND,ME,04106
04,Q3,07115,8027,7:00:00 AM,8:01:00 AM,CASCO BAY FORD,1213 ROUTE 1,YARMOUTH,ME,04096
05,QA,08807,6251,8:00:00 AM,9:01:00 AM,ROWE FORD AUBURN,699 CENTER ST,AUBURN,ME,04210
06,Q3,05411,7072,8:00:00 AM,9:01:00 AM,RIPLEY & FLETCHER FORD,80 MAIN STREET,SOUTH PARIS,ME,04281
07,Q3,02837,6587,9:00:00 AM,10:01:00 AM,FARMINGTON FORD INC,531 WILTON RD,FARMINGTON,ME,04938
08,Q3,07492,5507,7:30:00 AM,8:31:00 AM,HIGHT FORD,242 MADISON AVENUE,SKOWHEGAN,ME,04976
09,Q3,04672,6397,7:00:00 AM,8:01:00 AM,TUCKER FORD,262 BATH ROAD,BRUNSWICK,ME,04011
10,Q3,01136,267404,7:00:00 AM,8:01:00 AM,ROCKLAND FORD,165 NEW COUNTY ROAD,THOMASTON,ME,04861
11,Q3,08803,6307,7:00:00 AM,8:01:00 AM,WISCASSET FORD,ROUTE 1,WISCASSET,ME,04578
12,QA,09589,8007,5:00:00 AM,8:01:00 AM,QUIRK FORD AUGUSTA,7 WATER STREET,HALLOWELL,ME,04347
13,QA,07251,7251,7:00:00 AM,8:01:00 AM,RAY HASKELL FORD/LINC,801 KENNEDY MEMORIAL,OAKLAND,ME,04963
14,Q3,01640,7537,8:30:00 AM,9:31:00 AM,"VARNEY FORD, INC",237 MOOSEHEAD TRAIL,NEWPORT,ME,04953
15,QA,09044,6266,7:00:00 AM,8:01:00 AM,DARLINGS BANGOR FORD,403 HOGAN ROAD,BANGOR,ME,04401
16,Q3,08886,7311,7:00:00 AM,8:01:00 AM,WHITED FD TRK CNTR,207 PERRY ROAD,BANGOR,ME,04401
17,Q3,09172,7701,7:00:00 AM,8:01:00 AM,MCFARLAND FD SLS INC,151 PORTSMOUTH AVE,EXETER,NH,03833
18,Q3,08812,7474,7:00:00 AM,8:01:00 AM,HAMPTON FD INC,177 LAFAYETTE RD,N HAMPTON,NH,03862
19,Q3,02803,6998,7:00:00 AM,8:01:00 AM,PORTSMOUTH USED CAR,180 MIRONA ROAD,PORTSMOUTH,NH,03801
20,QB,08862,5871,7:30:00 AM,8:31:00 AM,PORTSMOUTH FORD,400 SPAULDING TRNPKE,PORTSMOUTH,NH,03801
21,Q3,08986,7590,8:00:00 AM,9:01:00 AM,BILL DUBE FORD,40 DOVER POINT RD,DOVER,NH,03820
22,Q3,01517,6826,7:00:00 AM,8:01:00 AM,GRANITE FORD,8 CRANE RD,ROCHESTER,NH,03867
23,Q3,09587,6181,7:00:00 AM,8:01:00 AM,KEY FORD OF YORK,ROUTE 1,YORK,ME,03909
24,Q3,01626,5195,7:30:00 AM,8:31:00 AM,ARUNDEL FORD,1561 PORTLAND ROAD,ARUNDEL,ME,04046
25,Q3,06943,5334,7:00:00 AM,8:01:00 AM,PRIME FORD,857 PORTLAND RD,SACO,ME,04072
26,Q3,09017,5677,8:30:00 AM,9:31:00 AM,MACDONALD MOTORS INC,61 EAST CONWAY ROAD,CNTR CONWAY,NH,03813
02,QB,08457,5681,4:00:00 AM,8:01:00 AM,QUIRK FORD,115 E. HOWARD ST,QUINCY,MA,02169
03,QB,08990,6283,6:00:00 AM,8:01:00 AM,QUIRK FORD INC,540 SOUTHERN ARTERY,QUINCY,MA,02169
02,QB,20657,6069,5:00:00 AM,8:01:00 AM,METRO FD SLS INC,3601 STATE STREET,SCHENECTADY,NY,12304
03,Q3,20590,6326,7:00:00 AM,8:01:00 AM,LATHAM MOTORS INC,637 COLUMBIA ST EXT,LATHAM,NY,12110
04,QB,20700,5249,8:00:00 AM,9:01:00 AM,JACK BYRNE FORD,1003 HUDSON RIVER RD,MECHANICVLLE,NY,12118
05,QB,03990,5208,7:00:00 AM,8:01:00 AM,"MORRIS FORD, INC",ROUTE 50,BURNT HILLS,NY,12027
06,Q3,20551,7958,7:00:00 AM,8:01:00 AM,NEW COUNTRY FORD INC,3002 ROUTE 50,SARATOGA SPG,NY,12866
07,Q3,20524,7374,7:00:00 AM,8:01:00 AM,"CARMODY FORD, INC",1111 STATE ROUTE 29,GREENWICH,NY,12834
08,QB,03608,6681,7:00:00 AM,8:01:00 AM,NEMER FORD,323 QUAKER RD,QUEENSBURY,NY,12804
02,QE,06152,6771,5:00:00 AM,8:01:00 AM,AUTOFAIR FORD ,501 BROADWAY,HAVERHILL,MA,01831
03,QE,02610,7618,7:00:00 AM,8:01:00 AM,WALL'S FORD INC,2 MERRILL ST,SALISBURY,MA,01952
04,QB,08932,5438,5:00:00 AM,8:01:00 AM,"AUTOFAIR FORD, LP",1475 S WILLOW STREET,MANCHESTER,NH,03103
05,Q3,13128,7182,7:00:00 AM,8:01:00 AM,STATE MOTORS INC,275 DANL WEBSTER N,MANCHESTER,NH,03104
06,QB,08977,5622,7:00:00 AM,8:01:00 AM,FORD OF LONDONDERRY,33 NASHUA RD,LONDONDERRY,NH,03053
07,QB,07392,6418,7:00:00 AM,8:01:00 AM,SALEM FORD,60 S BROADWAY,SALEM,NH,03079
02,QC,04081,7438,7:00:00 AM,8:01:00 AM,FAMILY FORD ENFIELD,65 HAZARD AVENUE,ENFIELD,CT,06082
03,QC,08823,5276,7:00:00 AM,8:01:00 AM,GERVAIS INC,TRAFFIC CIRCLE,AYER,MA,01432
04,QC,13100,6706,7:00:00 AM,8:01:00 AM,GERVAIL LINCOLN INC,24 REISS AVENUE,LOWELL,MA,01851
05,QC,08988,6398,7:00:00 AM,8:01:00 AM,DRUM HILL FD INC,1212 WEST FORD ROAD,LOWELL,MA,01852
06,QC,03090,6201,7:00:00 AM,8:01:00 AM,BEST FORD LINCOLN,579 AMHERST ST,NASHUA,NH,03063
07,QC,09175,7860,8:30:00 AM,9:31:00 AM,TOWNSEND SLS & SVC,340 MAIN STREET,TOWNSEND,MA,01469
08,QC,09100,6974,9:00:00 AM,10:01:00 AM,MATHIEU FORD SLS,664 SPRING ST,WINCHENDON,MA,01475
02,QC,08892,6580,7:00:00 AM,8:01:00 AM,LAMOUREUX FD INC,366 E MAIN ST,E BROOKFIELD,MA,01515
03,QC,08916,6383,7:00:00 AM,8:01:00 AM,SUNNYSIDE MTR CO IN,944 S MAIN ST,HOLDEN,MA,01520
04,QB,02966,6666,7:00:00 AM,8:01:00 AM,"WATERTOWN FORD, INC",26 SEYON STREET,WALTHAM,MA,02453
05,QB,08828,6191,7:00:00 AM,8:01:00 AM,HERB CHAMBERS FORD,115 WOOD ROAD,BRAINTREE,MA,02184
06,Q3,11361,183181,7:00:00 AM,8:01:00 AM,HERB CHAMBERS FORD,1130 PROVIDENCE HWY,NORWOOD,MA,02062
07,QB,04377,6801,5:00:00 AM,8:01:00 AM,IMPERIAL FORD,8 UXBRIDGE ROAD,MENDON,MA,01756
08,QB,09082,6072,8:00:00 AM,9:01:00 AM,PLACE MOTORS INC,19 THOMPSON RD R 193,WEBSTER,MA,01570
02,QH,05203,6049,7:00:00 AM,8:01:00 AM,PRIME FORD - AUBRN,780 WASHINGTON ST,AUBURN,MA,01501
03,QH,10844,5460,7:00:00 AM,8:01:00 AM,SENTRY WEST INC,940 BOSTON TURNPIKE,SHREWSBURY,MA,01545
04,Q3,09878,5824,7:00:00 AM,8:01:00 AM,HERB CHAMBERS FORD,310 TURNPIKE ROAD,WESTBOROUGH,MA,01581
05,Q3,00639,7524,7:00:00 AM,8:01:00 AM,COLONIAL FORD,428 MAPLE ST,MARLBOROUGH,MA,01752
06,QD,08915,5827,7:00:00 AM,8:01:00 AM,MINUTEMAN TRUCKS INC,2181 PROVIDENCE HWY,WALPOLE,MA,02081
07,QD,01956,7680,7:00:00 AM,8:01:00 AM,RODMAN FORD SALES,101 WASHINGTON ST,FOXBORO,MA,02035
08,QD,08890,5356,7:00:00 AM,8:01:00 AM,RODMAN FORD SLS INC,45 WASHINGTON ST,FOXBORO,MA,02035
09,QD,08751,5798,7:00:00 AM,8:01:00 AM,FRANKLIN FORD,175 E CENTRAL ST,FRANKLIN,MA,02038
02,QD,07650,7690,5:00:00 AM,8:01:00 AM,BAYSTATE FORD INC,703 WASHINGTON,SOUTH EASTON,MA,02375
03,Q3,13184,6574,7:00:00 AM,8:01:00 AM,CHAMPION LINCOLN,1724 S MAIN,BROCKTON,MA,02301
04,QD,07616,7376,7:00:00 AM,8:01:00 AM,GRIECO FORD,1651 NEW STATE HWY,RAYNHAM,MA,02767
05,QD,03034,5226,7:00:00 AM,8:01:00 AM,"COLONIAL FORD, INC",11 PILGRIM HILL RD,PLYMOUTH,MA,02360
06,QD,09045,5807,7:00:00 AM,8:01:00 AM,JANNELL MOTORS INC,2000 WASHINGTON RT53,HANOVER,MA,02339
07,QB,09131,5483,7:00:00 AM,8:01:00 AM,MUZI MOTORS INC,557 HIGHLAND AVE,NEDHAM HTS,MA,02494
08,QD,08926,6926,7:00:00 AM,8:01:00 AM,FRAMINGHAM FORD LINC,1200 WORCESTER RD,FRAMINGHAM,MA,01702
02,Q3,08852,7790,7:00:00 AM,8:01:00 AM,VACHON FORD INC,455 PROVIDENCE RD,BROOKLYN,CT,06234
03,QD,04954,5512,3:00:00 AM,8:01:00 AM,TASCA FORD LINCOLN,66 STAMP FARM RD,CRANSTON,RI,02920
04,QD,01866,5170,3:00:00 AM,8:01:00 AM,TASCA FORD LINCOLN,66 STAMP FARM RD,CRANSTON,RI,02920
05,QD,02400,5031,3:00:00 AM,8:01:00 AM,TASCA FORD LINCOLN,66 STAMP FARM RD,CRANSTON,RI,02920
06,QD,07384,96682,3:00:00 AM,8:01:00 AM,TASCA FORD LINCOLN,66 STAMP FARM RD,CRANSTON,RI,02920
07,QD,02093,96587,3:00:00 AM,8:01:00 AM,TASCA FORD LINCOLN,66 STAMP FARM RD,CRANSTON,RI,02920
08,QD,29984,314950,3:00:00 AM,8:01:00 AM,TASCA FORD LINCOLN,66 STAMP FARM RD,CRANSTON,RI,02920
09,QD,07422,6297,3:00:00 AM,8:01:00 AM,TASCA FORD,1300 PONTIAC AVE,CRANSTON,RI,02920
10,QD,00796,6490,3:00:00 AM,8:01:00 AM,TASCA FORD,1300 PONTIAC AVE,CRANSTON,RI,02920
11,QD,09338,94572,3:00:00 AM,8:01:00 AM,TASCA FORD,1300 PONTIAC DRIVE ,CRANSTON,RI,02920
12,QD,07416,5939,7:00:00 AM,8:01:00 AM,TASCA FORD,200 FALL RIVER AVE,SEEKONK,MA,02771
13,QD,02457,398370,7:00:00 AM,8:01:00 AM,TASCA FORD MA,200 FALL RIVER AVE,SEEKONK,MA,02771
14,QD,09015,7259,8:00:00 AM,9:01:00 AM,PUTNAM FORD,3 PARK ROAD,PUTNAM,CT,06260
02,QE,02854,6291,7:00:00 AM,8:01:00 AM,BALISE FD WILBRAHAM,1979 BOSTON ROAD,WILBRAHAM,MA,01095
03,QE,08811,7463,7:00:00 AM,8:01:00 AM,SENTRY FORD-LINC,4100 MYSTIC VLY PKWY,MEDFORD,MA,02155
04,QE,09130,6881,4:00:00 AM,8:01:00 AM,JACK MADDEN SLS INC,735 PROVIDENCE,NORWOOD,MA,02062
05,QE,00549,252686,4:00:00 AM,8:01:00 AM,JACK MADDEN FORD,36 INDUSTRIAL WAY,NORWOOD,MA,02062
06,QE,01501,7087,7:00:00 AM,8:01:00 AM,SENTRY FORD LINCOLN,4100 MYSTIC VALLEY,MEDFORD,MA,02155
02,QE,09137,5899,5:00:00 AM,8:01:00 AM,SARAT FORD LINCOLN,245 SPRINGFIELD ST,AGAWAM,MA,01001
03,QE,08898,7891,3:30:00 AM,8:01:00 AM,MARCOTTE FD SLS INC,1025 MAIN STREET,HOLYOKE,MA,01041
04,Q3,07252,7542,8:00:00 AM,9:01:00 AM,CROSSROADS FORD,2351 ROUTE 9 WEST,RAVENA,NY,12143
05,QF,20616,5987,9:00:00 AM,10:01:00 AM,R C LACY INC,9 W HWY,CATSKILL,NY,12414
06,QF,03043,6362,7:00:00 AM,8:01:00 AM,RHINEBECK FORD INC,3667 ROUTE 9G,RHINEBACK,NY,12572
07,QF,05813,5007,7:00:00 AM,8:01:00 AM,ROMEO FORD,128 ROUTE 28,KINGSTON,NY,12401
08,QF,06170,7560,7:00:00 AM,8:01:00 AM,FRIENDLY FORD,2250 SOUTH RD,POUGHKEEPSIE,NY,12601
09,QF,01004,5653,7:00:00 AM,8:01:00 AM,HEALEY BROTHERS FORD,420 FISHKILL AVENUE,BEACON,NY,12508
02,QG,08896,5955,5:00:00 AM,8:01:00 AM,MONACO/SONS MTR SLS,767 NEW LONDON TNPKE,GLASTONBURY,CT,06033
03,QG,08850,5554,8:00:00 AM,9:01:00 AM,RAY SERAPHIN FD INC,100 WINDSOR AVE,ROCKVILLE,CT,06066
04,QG,08910,7748,5:00:00 AM,8:01:00 AM,COLUMBIA FORD,234 ROUTE 6,COLUMBIA,CT,06237
05,QG,09453,6635,7:00:00 AM,8:01:00 AM,GIRARD FORD,450 W THAMES ST,NORWICH,CT,06360
06,QG,09016,6361,8:00:00 AM,9:01:00 AM,"VALENTI FORD, INC",JERRY BROWN RD,MYSTIC,CT,06355
07,QG,03752,5889,7:00:00 AM,8:01:00 AM,WHALING CITY FORD,475 BROAD STREET,NEW LONDON,CT,06320
08,QG,08844,7098,7:00:00 AM,8:01:00 AM,SAYBROOK FD INC,1 FORD DRIVE,OLD SAYBROOK,CT,06475
09,QG,03617,7421,8:00:00 AM,9:01:00 AM,HAMMONASSET FORD,191 BOSTON POST RD,MADISON,CT,06443
02,QH,06754,387338,8:00:00 AM,9:01:00 AM,"CHATHAM FORD, INC",781 MAIN STREET,CHATHAM,MA,02633
03,QH,09088,7915,7:00:00 AM,8:01:00 AM,FLOOD FORD LINCOLN,21 WOODRUFF AVE.,NARRAGANSETT,RI,02882
04,QH,04005,6470,5:00:00 AM,8:01:00 AM,FLOOD FORD E GRNWICH,2545 S COUNTY TRAIL,E GREENWICH,RI,02818
05,QH,04048,6007,7:00:00 AM,8:01:00 AM,FIRST FORD,292 WILLIAM CANNING,FALL RIVER,MA,02721
06,Q3,01093,6286,8:00:00 AM,9:01:00 AM,EMPIRE FORD,395 MT. PLEASANT ST,NEW BEDFORD,MA,02746
07,QH,09075,5419,7:00:00 AM,8:01:00 AM,WAREHAM FORD INC,2628 CRANBERRY HY,WAREHAM,MA,02571
08,QH,01627,5487,8:00:00 AM,9:01:00 AM,BALISE FORD,90 HIGH SCHOOL ROAD,HYANNIS,MA,02601
02,QC,08933,6951,5:00:00 AM,8:01:00 AM,ACTON FORD INC,76 POWDERMILL ROAD,ACTON,MA,01720
03,QH,09102,6176,8:00:00 AM,9:01:00 AM,BONNELL MOTORS INC,353 CAMBRIDGE ST,WINCHESTER,MA,01890
04,QH,09054,6285,7:00:00 AM,8:01:00 AM,STONEHAM MTR CO INC,185 MAIN STREET,STONEHAM,MA,02180
05,QH,08888,7649,7:00:00 AM,8:01:00 AM,YORK FORD INC,1481 BROADWAY RTE 1,SAUGUS,MA,01906
06,Q3,08952,7687,8:00:00 AM,9:01:00 AM,IPSWICK FORD INC,105 COUNTY ROAD,IPSWICH,MA,01938
07,QH,08063,5396,7:30:00 AM,8:31:00 AM,"KELLY FORD, INC",420 CABOT STREET,BEVERLY,MA,01915
08,QH,08873,6668,7:00:00 AM,8:01:00 AM,DANVERS MOTOR CO INC,106 SYLVAN ST,DANVERS,MA,01923
02,QJ,06048,7983,7:00:00 AM,8:01:00 AM,Tasca Ford,250 WEBSTER SQ RD,BERLIN,CT,06037
03,QJ,04260,7172,7:00:00 AM,8:01:00 AM,CROWLEY FORD LINCOLN,225 NEW BRITAIN AVE,PLAINVILLE,CT,06062
04,QJ,03658,7643,6:30:00 AM,8:01:00 AM,DOWLING FORD INC,1011 S MAIN ST,CHESHIRE,CT,06410
05,QJ,13423,6092,8:00:00 AM,9:01:00 AM,FAMILY FORD LINCOLN,831 STRAITS TRNPIKE,WATERTOWN,CT,06795
06,QF,03603,5032,5:00:00 AM,8:01:00 AM,COLONIAL FORD,120-126 FEDERAL RD,DANBURY,CT,06810
07,QF,03713,6781,7:00:00 AM,8:01:00 AM,BREWSTER FD SLS INC,1024 ROUTE 22,BREWSTER,NY,10509
08,QF,03926,7082,7:00:00 AM,8:01:00 AM,PARK FORD OF MAHOPAC,276 ROUTE 6,MAHOPAC,NY,10541
09,QF,03646,7565,7:00:00 AM,8:01:00 AM,LITCHFIELD FORD,439 BANTAM RTE 202,LITCHFIELD,CT,06759
10,QJ,03726,6078,7:30:00 AM,8:31:00 AM,TORRINGTON FORD LINC,1355 E MAIN ST,TORRINGTON,CT,06790
11,QJ,03669,7197,8:00:00 AM,9:01:00 AM,LOMBARD FORD INC,385 NEW HARTFORD,BARKHAMSTED,CT,06063
02,QB,07554,6669,5:00:00 AM,8:01:00 AM,DEPAULA FORD,799 CENTRAL AVE,ALBANY,NY,12206
03,Q3,00618,7204,7:00:00 AM,8:01:00 AM,BROWNS FD JOHNSTOWN,121-131 N COMRIE,JOHNSTOWN,NY,12095
04,Q3,02728,6241,7:00:00 AM,8:01:00 AM,BROWN'S FORD,4419 STATE HWY 30,AMSTERDAM,NY,12010
05,Q3,03005,6699,7:00:00 AM,8:01:00 AM,FUCCILLO AUTOPLEX,6500 ST HWY 5,NELLISTON,NY,13410
06,QJ,04350,7552,8:00:00 AM,9:01:00 AM,FUCCILLO FORD INC,634 COLUMBIA TRNPKE,E GREENBUSH,NY,12061
07,QJ,03234,7627,9:00:00 AM,10:01:00 AM,MARCHESE FORD,ROUTE 22,NEW LEBANON,NY,12125
08,QJ,13111,7616,7:00:00 AM,8:01:00 AM,JOHNSON DEALERSHIP,694 EAST ST,PITTSFIELD,MA,01201
02,Q3,09107,6886,7:00:00 AM,8:01:00 AM,BILL SELIG FORD INC,801 BLOOMFIELD AVE,WINDSOR,CT,06095
03,QJ,09195,6474,6:00:00 AM,8:01:00 AM,HOFFMAN FORD INC,600 CONNECTICUT BLVD,E HARTFORD,CT,06108
04,QJ,07400,6476,6:00:00 AM,8:01:00 AM,FORD OF BRANFORD,301 E MAIN STREET,BRANFORD,CT,06405
05,QJ,03640,7244,8:00:00 AM,9:01:00 AM,GABRIELLI FORD,401 OLD GATE LANE,MILFORD,CT,06460
06,QJ,03874,6120,7:00:00 AM,8:01:00 AM,STEVENS FORD LINCOLN,717 BRIDGEPORT AVE,MILFORD,CT,06460
07,QJ,04166,5694,6:30:00 AM,8:01:00 AM,MCMAHON FORD,1 MAIN STREET,NORWALK,CT,06851
08,QJ,09740,6117,7:00:00 AM,8:01:00 AM,STAMFORD FORD LINC,212 MAGEE AVE,STAMFORD,CT,06902
09,QJ,03678,5414,7:30:00 AM,8:31:00 AM,PARK CITY FORD,NORTH & SYLVAN AVE,BRIDGEPORT,CT,06606
10,QJ,13304,5402,7:00:00 AM,8:01:00 AM,CREST LINCOLN,185 AMITY ROAD,WOODBRIDGE,CT,06525
11,QJ,03691,6231,7:00:00 AM,8:01:00 AM,BOB THOMAS FORD INC,2215 DIXWELL AVE,HAMDEN,CT,06517